#time	id	act	node	grp	dest	new_grp	prob	keep_via	via
1501	14	1	834	834	274	274	1.000000	false	0
1501	15	1	886	886	274	274	1.000000	false	0
1801	16	99	136	136	259	259	1.000000	false	0
1801	2	99	204	204	95	95	1.000000	false	0
1801	17	99	265	265	259	259	1.000000	false	0
1801	18	99	370	370	274	274	1.000000	false	0
1801	6	99	488	488	296	296	1.000000	false	0
1801	19	99	605	605	274	274	1.000000	false	0
1801	13	99	637	637	274	274	1.000000	false	0
1801	8	99	660	660	246	246	1.000000	false	0
1801	14	99	834	834	274	274	1.000000	false	0
1801	15	99	886	886	274	274	1.000000	false	0
1801	16	1	136	136	259	259	1.000000	false	0
1801	2	1	204	204	95	95	1.000000	false	0
1801	17	1	265	265	259	259	1.000000	false	0
1801	18	1	370	370	274	274	1.000000	false	0
1801	6	1	488	488	296	296	1.000000	false	0
1801	19	1	605	605	274	274	1.000000	false	0
1801	13	1	637	637	274	274	1.000000	false	0
1801	8	1	660	660	246	246	1.000000	false	0
1801	14	1	834	834	274	274	1.000000	false	0
1801	15	1	886	886	274	274	1.000000	false	0
2101	16	99	136	136	259	259	1.000000	false	0
2101	2	99	204	204	95	95	1.000000	false	0
2101	17	99	265	265	259	259	1.000000	false	0
2101	18	99	370	370	274	274	1.000000	false	0
2101	6	99	488	488	296	296	1.000000	false	0
2101	19	99	605	605	274	274	1.000000	false	0
2101	13	99	637	637	274	274	1.000000	false	0
2101	8	99	660	660	246	246	1.000000	false	0
2101	14	99	834	834	274	274	1.000000	false	0
2101	15	99	886	886	274	274	1.000000	false	0
2101	16	1	136	136	259	259	1.000000	false	0
2101	2	1	204	204	95	95	1.000000	false	0
2101	20	1	246	246	296	296	1.000000	false	0
2101	17	1	265	265	259	259	1.000000	false	0
2101	18	1	370	370	274	274	1.000000	false	0
2101	6	1	488	488	296	296	1.000000	false	0
2101	19	1	605	605	274	274	1.000000	false	0
2101	13	1	637	637	274	274	1.000000	false	0
2101	21	1	660	660	410	410	1.000000	false	0
2101	14	1	834	834	274	274	1.000000	false	0
2101	15	1	886	886	274	274	1.000000	false	0
2401	16	99	136	136	259	259	1.000000	false	0
2401	2	99	204	204	95	95	1.000000	false	0
2401	20	99	246	246	296	296	1.000000	false	0
2401	17	99	265	265	259	259	1.000000	false	0
2401	18	99	370	370	274	274	1.000000	false	0
2401	6	99	488	488	296	296	1.000000	false	0
2401	19	99	605	605	274	274	1.000000	false	0
2401	13	99	637	637	274	274	1.000000	false	0
2401	21	99	660	660	410	410	1.000000	false	0
2401	14	99	834	834	274	274	1.000000	false	0
2401	15	99	886	886	274	274	1.000000	false	0
2401	16	1	136	136	259	259	1.000000	false	0
2401	2	1	204	204	95	95	1.000000	false	0
2401	20	1	246	246	296	296	1.000000	false	0
2401	17	1	265	265	259	259	1.000000	false	0
2401	22	1	274	274	296	296	1.000000	false	0
2401	23	1	370	370	296	296	1.000000	false	0
2401	6	1	488	488	296	296	1.000000	false	0
2401	24	1	605	605	296	296	1.000000	false	0
2401	25	1	637	637	296	296	1.000000	false	0
2401	21	1	660	660	410	410	1.000000	false	0
2401	26	1	834	834	296	296	1.000000	false	0
2401	27	1	886	886	296	296	1.000000	false	0
2701	16	99	136	136	259	259	1.000000	false	0
2701	2	99	204	204	95	95	1.000000	false	0
2701	20	99	246	246	296	296	1.000000	false	0
2701	17	99	265	265	259	259	1.000000	false	0
2701	22	99	274	274	296	296	1.000000	false	0
2701	23	99	370	370	296	296	1.000000	false	0
2701	6	99	488	488	296	296	1.000000	false	0
2701	24	99	605	605	296	296	1.000000	false	0
2701	25	99	637	637	296	296	1.000000	false	0
2701	21	99	660	660	410	410	1.000000	false	0
2701	26	99	834	834	296	296	1.000000	false	0
2701	27	99	886	886	296	296	1.000000	false	0
2701	16	1	136	136	259	259	1.000000	false	0
2701	2	1	204	204	95	95	1.000000	false	0
2701	28	1	246	246	410	410	1.000000	false	0
2701	17	1	265	265	259	259	1.000000	false	0
2701	29	1	274	274	259	259	1.000000	false	0
2701	30	1	296	296	259	259	1.000000	false	0
2701	31	1	370	370	259	259	1.000000	false	0
2701	32	1	488	488	410	410	1.000000	false	0
2701	33	1	605	605	259	259	1.000000	false	0
2701	34	1	637	637	259	259	1.000000	false	0
2701	21	1	660	660	410	410	1.000000	false	0
2701	35	1	834	834	259	259	1.000000	false	0
2701	36	1	886	886	259	259	1.000000	false	0
3001	16	99	136	136	259	259	1.000000	false	0
3001	2	99	204	204	95	95	1.000000	false	0
3001	28	99	246	246	410	410	1.000000	false	0
3001	17	99	265	265	259	259	1.000000	false	0
3001	29	99	274	274	259	259	1.000000	false	0
3001	30	99	296	296	259	259	1.000000	false	0
3001	31	99	370	370	259	259	1.000000	false	0
3001	32	99	488	488	410	410	1.000000	false	0
3001	33	99	605	605	259	259	1.000000	false	0
3001	34	99	637	637	259	259	1.000000	false	0
3001	21	99	660	660	410	410	1.000000	false	0
3001	35	99	834	834	259	259	1.000000	false	0
3001	36	99	886	886	259	259	1.000000	false	0
3001	16	1	136	136	259	259	1.000000	false	0
3001	2	1	204	204	95	95	1.000000	false	0
3001	28	1	246	246	410	410	1.000000	false	0
3001	17	1	265	265	259	259	1.000000	false	0
3001	29	1	274	274	259	259	1.000000	false	0
3001	30	1	296	296	259	259	1.000000	false	0
3001	31	1	370	370	259	259	1.000000	false	0
3001	32	1	488	488	410	410	1.000000	false	0
3001	33	1	605	605	259	259	1.000000	false	0
3001	34	1	637	637	259	259	1.000000	false	0
3001	21	1	660	660	410	410	1.000000	false	0
3001	35	1	834	834	259	259	1.000000	false	0
3001	36	1	886	886	259	259	1.000000	false	0
3301	16	99	136	136	259	259	1.000000	false	0
3301	2	99	204	204	95	95	1.000000	false	0
3301	28	99	246	246	410	410	1.000000	false	0
3301	17	99	265	265	259	259	1.000000	false	0
3301	29	99	274	274	259	259	1.000000	false	0
3301	30	99	296	296	259	259	1.000000	false	0
3301	31	99	370	370	259	259	1.000000	false	0
3301	32	99	488	488	410	410	1.000000	false	0
3301	33	99	605	605	259	259	1.000000	false	0
3301	34	99	637	637	259	259	1.000000	false	0
3301	21	99	660	660	410	410	1.000000	false	0
3301	35	99	834	834	259	259	1.000000	false	0
3301	36	99	886	886	259	259	1.000000	false	0
3301	16	1	136	136	259	259	1.000000	false	0
3301	2	1	204	204	95	95	1.000000	false	0
3301	28	1	246	246	410	410	1.000000	false	0
3301	17	1	265	265	259	259	1.000000	false	0
3301	29	1	274	274	259	259	1.000000	false	0
3301	30	1	296	296	259	259	1.000000	false	0
3301	31	1	370	370	259	259	1.000000	false	0
3301	32	1	488	488	410	410	1.000000	false	0
3301	33	1	605	605	259	259	1.000000	false	0
3301	34	1	637	637	259	259	1.000000	false	0
3301	21	1	660	660	410	410	1.000000	false	0
3301	35	1	834	834	259	259	1.000000	false	0
3301	36	1	886	886	259	259	1.000000	false	0
3601	16	99	136	136	259	259	1.000000	false	0
3601	2	99	204	204	95	95	1.000000	false	0
3601	28	99	246	246	410	410	1.000000	false	0
3601	17	99	265	265	259	259	1.000000	false	0
3601	29	99	274	274	259	259	1.000000	false	0
3601	30	99	296	296	259	259	1.000000	false	0
3601	31	99	370	370	259	259	1.000000	false	0
3601	32	99	488	488	410	410	1.000000	false	0
3601	33	99	605	605	259	259	1.000000	false	0
3601	34	99	637	637	259	259	1.000000	false	0
3601	21	99	660	660	410	410	1.000000	false	0
3601	35	99	834	834	259	259	1.000000	false	0
3601	36	99	886	886	259	259	1.000000	false	0
3601	37	1	136	136	95	95	1.000000	false	0
3601	2	1	204	204	95	95	1.000000	false	0
3601	28	1	246	246	410	410	1.000000	false	0
3601	38	1	259	259	95	95	1.000000	false	0
3601	39	1	265	265	95	95	1.000000	false	0
3601	40	1	274	274	82	82	1.000000	false	0
3601	41	1	296	296	252	252	1.000000	false	0
3601	42	1	370	370	95	95	1.000000	false	0
3601	32	1	488	488	410	410	1.000000	false	0
3601	43	1	605	605	410	410	1.000000	false	0
3601	44	1	637	637	410	410	1.000000	false	0
3601	21	1	660	660	410	410	1.000000	false	0
3601	45	1	834	834	410	410	1.000000	false	0
3601	46	1	886	886	410	410	1.000000	false	0
3901	37	99	136	136	95	95	1.000000	false	0
3901	2	99	204	204	95	95	1.000000	false	0
3901	28	99	246	246	410	410	1.000000	false	0
3901	38	99	259	259	95	95	1.000000	false	0
3901	39	99	265	265	95	95	1.000000	false	0
3901	40	99	274	274	82	82	1.000000	false	0
3901	41	99	296	296	252	252	1.000000	false	0
3901	42	99	370	370	95	95	1.000000	false	0
3901	32	99	488	488	410	410	1.000000	false	0
3901	43	99	605	605	410	410	1.000000	false	0
3901	44	99	637	637	410	410	1.000000	false	0
3901	21	99	660	660	410	410	1.000000	false	0
3901	45	99	834	834	410	410	1.000000	false	0
3901	46	99	886	886	410	410	1.000000	false	0
3901	37	1	136	136	95	95	1.000000	false	0
3901	2	1	204	204	95	95	1.000000	false	0
3901	28	1	246	246	410	410	1.000000	false	0
3901	38	1	259	259	95	95	1.000000	false	0
3901	39	1	265	265	95	95	1.000000	false	0
3901	40	1	274	274	82	82	1.000000	false	0
3901	41	1	296	296	252	252	1.000000	false	0
3901	42	1	370	370	95	95	1.000000	false	0
3901	32	1	488	488	410	410	1.000000	false	0
3901	43	1	605	605	410	410	1.000000	false	0
3901	44	1	637	637	410	410	1.000000	false	0
3901	21	1	660	660	410	410	1.000000	false	0
3901	45	1	834	834	410	410	1.000000	false	0
3901	46	1	886	886	410	410	1.000000	false	0
4201	37	99	136	136	95	95	1.000000	false	0
4201	2	99	204	204	95	95	1.000000	false	0
4201	28	99	246	246	410	410	1.000000	false	0
4201	38	99	259	259	95	95	1.000000	false	0
4201	39	99	265	265	95	95	1.000000	false	0
4201	40	99	274	274	82	82	1.000000	false	0
4201	41	99	296	296	252	252	1.000000	false	0
4201	42	99	370	370	95	95	1.000000	false	0
4201	32	99	488	488	410	410	1.000000	false	0
4201	43	99	605	605	410	410	1.000000	false	0
4201	44	99	637	637	410	410	1.000000	false	0
4201	21	99	660	660	410	410	1.000000	false	0
4201	45	99	834	834	410	410	1.000000	false	0
4201	46	99	886	886	410	410	1.000000	false	0
4201	37	1	136	136	95	95	1.000000	false	0
4201	2	1	204	204	95	95	1.000000	false	0
4201	28	1	246	246	410	410	1.000000	false	0
4201	38	1	259	259	95	95	1.000000	false	0
4201	39	1	265	265	95	95	1.000000	false	0
4201	40	1	274	274	82	82	1.000000	false	0
4201	41	1	296	296	252	252	1.000000	false	0
4201	42	1	370	370	95	95	1.000000	false	0
4201	32	1	488	488	410	410	1.000000	false	0
4201	43	1	605	605	410	410	1.000000	false	0
4201	44	1	637	637	410	410	1.000000	false	0
4201	21	1	660	660	410	410	1.000000	false	0
4201	45	1	834	834	410	410	1.000000	false	0
4201	46	1	886	886	410	410	1.000000	false	0
4501	37	99	136	136	95	95	1.000000	false	0
4501	2	99	204	204	95	95	1.000000	false	0
4501	28	99	246	246	410	410	1.000000	false	0
4501	38	99	259	259	95	95	1.000000	false	0
4501	39	99	265	265	95	95	1.000000	false	0
4501	40	99	274	274	82	82	1.000000	false	0
4501	41	99	296	296	252	252	1.000000	false	0
4501	42	99	370	370	95	95	1.000000	false	0
4501	32	99	488	488	410	410	1.000000	false	0
4501	43	99	605	605	410	410	1.000000	false	0
4501	44	99	637	637	410	410	1.000000	false	0
4501	21	99	660	660	410	410	1.000000	false	0
4501	45	99	834	834	410	410	1.000000	false	0
4501	46	99	886	886	410	410	1.000000	false	0
4501	37	1	136	136	95	95	1.000000	false	0
4501	2	1	204	204	95	95	1.000000	false	0
4501	28	1	246	246	410	410	1.000000	false	0
4501	38	1	259	259	95	95	1.000000	false	0
4501	39	1	265	265	95	95	1.000000	false	0
4501	40	1	274	274	82	82	1.000000	false	0
4501	41	1	296	296	252	252	1.000000	false	0
4501	42	1	370	370	95	95	1.000000	false	0
4501	32	1	488	488	410	410	1.000000	false	0
4501	43	1	605	605	410	410	1.000000	false	0
4501	44	1	637	637	410	410	1.000000	false	0
4501	21	1	660	660	410	410	1.000000	false	0
4501	45	1	834	834	410	410	1.000000	false	0
4501	46	1	886	886	410	410	1.000000	false	0
4801	37	99	136	136	95	95	1.000000	false	0
4801	2	99	204	204	95	95	1.000000	false	0
4801	28	99	246	246	410	410	1.000000	false	0
4801	38	99	259	259	95	95	1.000000	false	0
4801	39	99	265	265	95	95	1.000000	false	0
4801	40	99	274	274	82	82	1.000000	false	0
4801	41	99	296	296	252	252	1.000000	false	0
4801	42	99	370	370	95	95	1.000000	false	0
4801	32	99	488	488	410	410	1.000000	false	0
4801	43	99	605	605	410	410	1.000000	false	0
4801	44	99	637	637	410	410	1.000000	false	0
4801	21	99	660	660	410	410	1.000000	false	0
4801	45	99	834	834	410	410	1.000000	false	0
4801	46	99	886	886	410	410	1.000000	false	0
4801	37	1	136	136	95	95	1.000000	false	0
4801	2	1	204	204	95	95	1.000000	false	0
4801	28	1	246	246	410	410	1.000000	false	0
4801	38	1	259	259	95	95	1.000000	false	0
4801	39	1	265	265	95	95	1.000000	false	0
4801	40	1	274	274	82	82	1.000000	false	0
4801	41	1	296	296	252	252	1.000000	false	0
4801	42	1	370	370	95	95	1.000000	false	0
4801	32	1	488	488	410	410	1.000000	false	0
4801	43	1	605	605	410	410	1.000000	false	0
4801	44	1	637	637	410	410	1.000000	false	0
4801	21	1	660	660	410	410	1.000000	false	0
4801	45	1	834	834	410	410	1.000000	false	0
4801	46	1	886	886	410	410	1.000000	false	0
5101	37	99	136	136	95	95	1.000000	false	0
5101	2	99	204	204	95	95	1.000000	false	0
5101	28	99	246	246	410	410	1.000000	false	0
5101	38	99	259	259	95	95	1.000000	false	0
5101	39	99	265	265	95	95	1.000000	false	0
5101	40	99	274	274	82	82	1.000000	false	0
5101	41	99	296	296	252	252	1.000000	false	0
5101	42	99	370	370	95	95	1.000000	false	0
5101	32	99	488	488	410	410	1.000000	false	0
5101	43	99	605	605	410	410	1.000000	false	0
5101	44	99	637	637	410	410	1.000000	false	0
5101	21	99	660	660	410	410	1.000000	false	0
5101	45	99	834	834	410	410	1.000000	false	0
5101	46	99	886	886	410	410	1.000000	false	0
5101	37	1	136	136	95	95	1.000000	false	0
5101	2	1	204	204	95	95	1.000000	false	0
5101	28	1	246	246	410	410	1.000000	false	0
5101	38	1	259	259	95	95	1.000000	false	0
5101	39	1	265	265	95	95	1.000000	false	0
5101	40	1	274	274	82	82	1.000000	false	0
5101	41	1	296	296	252	252	1.000000	false	0
5101	42	1	370	370	95	95	1.000000	false	0
5101	32	1	488	488	410	410	1.000000	false	0
5101	43	1	605	605	410	410	1.000000	false	0
5101	44	1	637	637	410	410	1.000000	false	0
5101	21	1	660	660	410	410	1.000000	false	0
5101	45	1	834	834	410	410	1.000000	false	0
5101	46	1	886	886	410	410	1.000000	false	0
5401	37	99	136	136	95	95	1.000000	false	0
5401	2	99	204	204	95	95	1.000000	false	0
5401	28	99	246	246	410	410	1.000000	false	0
5401	38	99	259	259	95	95	1.000000	false	0
5401	39	99	265	265	95	95	1.000000	false	0
5401	40	99	274	274	82	82	1.000000	false	0
5401	41	99	296	296	252	252	1.000000	false	0
5401	42	99	370	370	95	95	1.000000	false	0
5401	32	99	488	488	410	410	1.000000	false	0
5401	43	99	605	605	410	410	1.000000	false	0
5401	44	99	637	637	410	410	1.000000	false	0
5401	21	99	660	660	410	410	1.000000	false	0
5401	45	99	834	834	410	410	1.000000	false	0
5401	46	99	886	886	410	410	1.000000	false	0
5401	37	1	136	136	95	95	1.000000	false	0
5401	2	1	204	204	95	95	1.000000	false	0
5401	28	1	246	246	410	410	1.000000	false	0
5401	38	1	259	259	95	95	1.000000	false	0
5401	39	1	265	265	95	95	1.000000	false	0
5401	40	1	274	274	82	82	1.000000	false	0
5401	41	1	296	296	252	252	1.000000	false	0
5401	42	1	370	370	95	95	1.000000	false	0
5401	32	1	488	488	410	410	1.000000	false	0
5401	43	1	605	605	410	410	1.000000	false	0
5401	44	1	637	637	410	410	1.000000	false	0
5401	21	1	660	660	410	410	1.000000	false	0
5401	45	1	834	834	410	410	1.000000	false	0
5401	46	1	886	886	410	410	1.000000	false	0
5701	37	99	136	136	95	95	1.000000	false	0
5701	2	99	204	204	95	95	1.000000	false	0
5701	28	99	246	246	410	410	1.000000	false	0
5701	38	99	259	259	95	95	1.000000	false	0
5701	39	99	265	265	95	95	1.000000	false	0
5701	40	99	274	274	82	82	1.000000	false	0
5701	41	99	296	296	252	252	1.000000	false	0
5701	42	99	370	370	95	95	1.000000	false	0
5701	32	99	488	488	410	410	1.000000	false	0
5701	43	99	605	605	410	410	1.000000	false	0
5701	44	99	637	637	410	410	1.000000	false	0
5701	21	99	660	660	410	410	1.000000	false	0
5701	45	99	834	834	410	410	1.000000	false	0
5701	46	99	886	886	410	410	1.000000	false	0
5701	37	1	136	136	95	95	1.000000	false	0
5701	2	1	204	204	95	95	1.000000	false	0
5701	28	1	246	246	410	410	1.000000	false	0
5701	38	1	259	259	95	95	1.000000	false	0
5701	39	1	265	265	95	95	1.000000	false	0
5701	40	1	274	274	82	82	1.000000	false	0
5701	41	1	296	296	252	252	1.000000	false	0
5701	42	1	370	370	95	95	1.000000	false	0
5701	32	1	488	488	410	410	1.000000	false	0
5701	43	1	605	605	410	410	1.000000	false	0
5701	44	1	637	637	410	410	1.000000	false	0
5701	21	1	660	660	410	410	1.000000	false	0
5701	45	1	834	834	410	410	1.000000	false	0
5701	46	1	886	886	410	410	1.000000	false	0
6001	37	99	136	136	95	95	1.000000	false	0
6001	2	99	204	204	95	95	1.000000	false	0
6001	28	99	246	246	410	410	1.000000	false	0
6001	38	99	259	259	95	95	1.000000	false	0
6001	39	99	265	265	95	95	1.000000	false	0
6001	40	99	274	274	82	82	1.000000	false	0
6001	41	99	296	296	252	252	1.000000	false	0
6001	42	99	370	370	95	95	1.000000	false	0
6001	32	99	488	488	410	410	1.000000	false	0
6001	43	99	605	605	410	410	1.000000	false	0
6001	44	99	637	637	410	410	1.000000	false	0
6001	21	99	660	660	410	410	1.000000	false	0
6001	45	99	834	834	410	410	1.000000	false	0
6001	46	99	886	886	410	410	1.000000	false	0
6001	37	1	136	136	95	95	1.000000	false	0
6001	2	1	204	204	95	95	1.000000	false	0
6001	28	1	246	246	410	410	1.000000	false	0
6001	38	1	259	259	95	95	1.000000	false	0
6001	39	1	265	265	95	95	1.000000	false	0
6001	40	1	274	274	82	82	1.000000	false	0
6001	41	1	296	296	252	252	1.000000	false	0
6001	42	1	370	370	95	95	1.000000	false	0
6001	32	1	488	488	410	410	1.000000	false	0
6001	43	1	605	605	410	410	1.000000	false	0
6001	44	1	637	637	410	410	1.000000	false	0
6001	21	1	660	660	410	410	1.000000	false	0
6001	45	1	834	834	410	410	1.000000	false	0
6001	46	1	886	886	410	410	1.000000	false	0
6301	37	99	136	136	95	95	1.000000	false	0
6301	2	99	204	204	95	95	1.000000	false	0
6301	28	99	246	246	410	410	1.000000	false	0
6301	38	99	259	259	95	95	1.000000	false	0
6301	39	99	265	265	95	95	1.000000	false	0
6301	40	99	274	274	82	82	1.000000	false	0
6301	41	99	296	296	252	252	1.000000	false	0
6301	42	99	370	370	95	95	1.000000	false	0
6301	32	99	488	488	410	410	1.000000	false	0
6301	43	99	605	605	410	410	1.000000	false	0
6301	44	99	637	637	410	410	1.000000	false	0
6301	21	99	660	660	410	410	1.000000	false	0
6301	45	99	834	834	410	410	1.000000	false	0
6301	46	99	886	886	410	410	1.000000	false	0
6301	37	1	136	136	95	95	1.000000	false	0
6301	2	1	204	204	95	95	1.000000	false	0
6301	28	1	246	246	410	410	1.000000	false	0
6301	38	1	259	259	95	95	1.000000	false	0
6301	39	1	265	265	95	95	1.000000	false	0
6301	40	1	274	274	82	82	1.000000	false	0
6301	41	1	296	296	252	252	1.000000	false	0
6301	42	1	370	370	95	95	1.000000	false	0
6301	32	1	488	488	410	410	1.000000	false	0
6301	43	1	605	605	410	410	1.000000	false	0
6301	44	1	637	637	410	410	1.000000	false	0
6301	21	1	660	660	410	410	1.000000	false	0
6301	45	1	834	834	410	410	1.000000	false	0
6301	46	1	886	886	410	410	1.000000	false	0
6601	37	99	136	136	95	95	1.000000	false	0
6601	2	99	204	204	95	95	1.000000	false	0
6601	28	99	246	246	410	410	1.000000	false	0
6601	38	99	259	259	95	95	1.000000	false	0
6601	39	99	265	265	95	95	1.000000	false	0
6601	40	99	274	274	82	82	1.000000	false	0
6601	41	99	296	296	252	252	1.000000	false	0
6601	42	99	370	370	95	95	1.000000	false	0
6601	32	99	488	488	410	410	1.000000	false	0
6601	43	99	605	605	410	410	1.000000	false	0
6601	44	99	637	637	410	410	1.000000	false	0
6601	21	99	660	660	410	410	1.000000	false	0
6601	45	99	834	834	410	410	1.000000	false	0
6601	46	99	886	886	410	410	1.000000	false	0
6601	37	1	136	136	95	95	1.000000	false	0
6601	2	1	204	204	95	95	1.000000	false	0
6601	28	1	246	246	410	410	1.000000	false	0
6601	38	1	259	259	95	95	1.000000	false	0
6601	39	1	265	265	95	95	1.000000	false	0
6601	40	1	274	274	82	82	1.000000	false	0
6601	41	1	296	296	252	252	1.000000	false	0
6601	42	1	370	370	95	95	1.000000	false	0
6601	32	1	488	488	410	410	1.000000	false	0
6601	43	1	605	605	410	410	1.000000	false	0
6601	44	1	637	637	410	410	1.000000	false	0
6601	21	1	660	660	410	410	1.000000	false	0
6601	45	1	834	834	410	410	1.000000	false	0
6601	46	1	886	886	410	410	1.000000	false	0
6901	37	99	136	136	95	95	1.000000	false	0
6901	2	99	204	204	95	95	1.000000	false	0
6901	28	99	246	246	410	410	1.000000	false	0
6901	38	99	259	259	95	95	1.000000	false	0
6901	39	99	265	265	95	95	1.000000	false	0
6901	40	99	274	274	82	82	1.000000	false	0
6901	41	99	296	296	252	252	1.000000	false	0
6901	42	99	370	370	95	95	1.000000	false	0
6901	32	99	488	488	410	410	1.000000	false	0
6901	43	99	605	605	410	410	1.000000	false	0
6901	44	99	637	637	410	410	1.000000	false	0
6901	21	99	660	660	410	410	1.000000	false	0
6901	45	99	834	834	410	410	1.000000	false	0
6901	46	99	886	886	410	410	1.000000	false	0
6901	37	1	136	136	95	95	1.000000	false	0
6901	2	1	204	204	95	95	1.000000	false	0
6901	28	1	246	246	410	410	1.000000	false	0
6901	38	1	259	259	95	95	1.000000	false	0
6901	39	1	265	265	95	95	1.000000	false	0
6901	40	1	274	274	82	82	1.000000	false	0
6901	41	1	296	296	252	252	1.000000	false	0
6901	42	1	370	370	95	95	1.000000	false	0
6901	32	1	488	488	410	410	1.000000	false	0
6901	43	1	605	605	410	410	1.000000	false	0
6901	44	1	637	637	410	410	1.000000	false	0
6901	21	1	660	660	410	410	1.000000	false	0
6901	45	1	834	834	410	410	1.000000	false	0
6901	46	1	886	886	410	410	1.000000	false	0
7201	37	99	136	136	95	95	1.000000	false	0
7201	2	99	204	204	95	95	1.000000	false	0
7201	28	99	246	246	410	410	1.000000	false	0
7201	38	99	259	259	95	95	1.000000	false	0
7201	39	99	265	265	95	95	1.000000	false	0
7201	40	99	274	274	82	82	1.000000	false	0
7201	41	99	296	296	252	252	1.000000	false	0
7201	42	99	370	370	95	95	1.000000	false	0
7201	32	99	488	488	410	410	1.000000	false	0
7201	43	99	605	605	410	410	1.000000	false	0
7201	44	99	637	637	410	410	1.000000	false	0
7201	21	99	660	660	410	410	1.000000	false	0
7201	45	99	834	834	410	410	1.000000	false	0
7201	46	99	886	886	410	410	1.000000	false	0
7201	37	1	136	136	95	95	1.000000	false	0
7201	2	1	204	204	95	95	1.000000	false	0
7201	28	1	246	246	410	410	1.000000	false	0
7201	38	1	259	259	95	95	1.000000	false	0
7201	39	1	265	265	95	95	1.000000	false	0
7201	40	1	274	274	82	82	1.000000	false	0
7201	41	1	296	296	252	252	1.000000	false	0
7201	42	1	370	370	95	95	1.000000	false	0
7201	32	1	488	488	410	410	1.000000	false	0
7201	43	1	605	605	410	410	1.000000	false	0
7201	44	1	637	637	410	410	1.000000	false	0
7201	21	1	660	660	410	410	1.000000	false	0
7201	45	1	834	834	410	410	1.000000	false	0
7201	46	1	886	886	410	410	1.000000	false	0
7501	37	99	136	136	95	95	1.000000	false	0
7501	2	99	204	204	95	95	1.000000	false	0
7501	28	99	246	246	410	410	1.000000	false	0
7501	38	99	259	259	95	95	1.000000	false	0
7501	39	99	265	265	95	95	1.000000	false	0
7501	40	99	274	274	82	82	1.000000	false	0
