#time	uid	from	to	dest	grp	keep_via
304	1868	136	0	265	265	0
304	2115	605	0	370	370	0
304	2123	605	0	370	370	0
305	163	834	0	637	637	0
305	3542	605	0	370	370	0
305	4345	834	0	637	637	0
305	505	834	0	637	637	0
305	588	834	0	637	637	0
305	817	834	0	637	637	0
305	4508	886	0	637	637	0
305	4643	605	0	370	370	0
305	4857	605	0	370	370	0
305	1028	605	0	370	370	0
305	3596	136	0	265	265	0
305	4230	136	0	265	265	0
305	3405	605	0	370	370	0
305	2606	605	0	370	370	0
305	2544	834	0	637	637	0
305	4101	605	0	370	370	0
305	3376	605	0	370	370	0
306	65	834	0	637	637	0
306	2490	834	0	637	637	0
306	287	136	0	265	265	0
306	4142	605	0	370	370	0
306	3696	605	0	370	370	0
306	680	886	0	637	637	0
306	924	605	0	370	370	0
306	1025	605	0	370	370	0
306	1442	136	0	265	265	0
306	3619	605	0	370	370	0
306	2372	834	0	637	637	0
307	95	605	0	370	370	0
307	219	834	0	637	637	0
307	3939	605	0	370	370	0
307	691	886	0	637	637	0
307	3124	834	0	637	637	0
307	1107	605	0	370	370	0
307	1320	605	0	370	370	0
307	4868	886	0	637	637	0
307	3843	605	0	370	370	0
307	1578	136	0	265	265	0
307	4426	204	0	95	95	0
307	4708	605	0	370	370	0
307	3721	834	0	637	637	0
307	3401	834	0	637	637	0
307	3420	834	0	637	637	0
307	3706	605	0	370	370	0
307	2195	136	0	265	265	0
308	3685	605	0	370	370	0
308	4908	834	0	637	637	0
308	2963	136	0	265	265	0
308	502	886	0	637	637	0
308	752	834	0	637	637	0
308	2971	834	0	637	637	0
308	952	605	0	370	370	0
308	993	605	0	370	370	0
308	4349	605	0	370	370	0
308	1069	605	0	370	370	0
308	1118	605	0	370	370	0
308	2426	136	0	265	265	0
308	3479	834	0	637	637	0
308	1978	834	0	637	637	0
308	2039	834	0	637	637	0
308	2082	605	0	370	370	0
309	231	886	0	637	637	0
309	2651	834	0	637	637	0
309	4312	886	0	637	637	0
309	605	834	0	637	637	0
309	4803	834	0	637	637	0
309	3446	605	0	370	370	0
309	3682	605	0	370	370	0
309	3310	834	0	637	637	0
309	1021	605	0	370	370	0
309	1189	834	0	637	637	0
309	2724	136	0	265	265	0
309	3017	204	0	95	95	0
309	3117	136	0	265	265	0
309	3224	834	0	637	637	0
309	3746	204	0	95	95	0
309	1888	605	0	370	370	0
310	3727	136	0	265	265	0
310	4724	605	0	370	370	0
310	580	136	0	265	265	0
310	3410	834	0	637	637	0
310	1079	834	0	637	637	0
310	4856	886	0	637	637	0
310	3096	834	0	637	637	0
310	4158	605	0	370	370	0
310	1448	834	0	637	637	0
310	2804	834	0	637	637	0
310	2109	605	0	370	370	0
310	2174	605	0	370	370	0
311	30	886	0	637	637	0
311	145	605	0	370	370	0
311	3599	605	0	370	370	0
311	3715	605	0	370	370	0
311	574	886	0	637	637	0
311	831	834	0	637	637	0
311	917	834	0	637	637	0
311	1090	136	0	265	265	0
311	3890	834	0	637	637	0
311	1396	204	0	95	95	0
311	1696	834	0	637	637	0
311	1747	136	0	265	265	0
311	4936	605	0	370	370	0
311	2484	834	0	637	637	0
311	4076	834	0	637	637	0
312	135	834	0	637	637	0
312	4722	136	0	265	265	0
312	446	834	0	637	637	0
312	4594	605	0	370	370	0
312	4002	834	0	637	637	0
312	2537	834	0	637	637	0
312	907	605	0	370	370	0
312	1400	605	0	370	370	0
312	1427	605	0	370	370	0
312	2741	834	0	637	637	0
312	4136	886	0	637	637	0
313	71	834	0	637	637	0
313	4430	605	0	370	370	0
313	188	834	0	637	637	0
313	4694	886	0	637	637	0
313	2923	886	0	637	637	0
313	3179	605	0	370	370	0
313	4146	136	0	265	265	0
313	1053	834	0	637	637	0
313	3581	136	0	265	265	0
313	3261	834	0	637	637	0
313	1700	605	0	370	370	0
313	3079	834	0	637	637	0
314	2643	834	0	637	637	0
314	2945	605	0	370	370	0
314	2920	834	0	637	637	0
314	3650	136	0	265	265	0
314	3935	886	0	637	637	0
314	3259	834	0	637	637	0
314	1550	605	0	370	370	0
314	4736	605	0	370	370	0
314	3889	834	0	637	637	0
314	3579	605	0	370	370	0
314	3635	136	0	265	265	0
314	1929	834	0	637	637	0
314	2226	834	0	637	637	0
315	144	834	0	637	637	0
315	3868	834	0	637	637	0
315	312	136	0	265	265	0
315	422	834	0	637	637	0
315	2396	834	0	637	637	0
315	848	605	0	370	370	0
315	957	204	0	95	95	0
315	3381	605	0	370	370	0
315	1168	886	0	637	637	0
315	1258	605	0	370	370	0
315	2422	136	0	265	265	0
315	4190	605	0	370	370	0
315	2442	834	0	637	637	0
315	1871	886	0	637	637	0
315	2198	204	0	95	95	0
315	2205	605	0	370	370	0
316	4964	136	0	265	265	0
316	525	834	0	637	637	0
316	920	605	0	370	370	0
316	4507	886	0	637	637	0
316	1198	834	0	637	637	0
316	1253	834	0	637	637	0
316	1330	605	0	370	370	0
316	2714	605	0	370	370	0
316	2180	605	0	370	370	0
317	379	605	0	370	370	0
317	415	834	0	637	637	0
317	2934	886	0	637	637	0
317	602	834	0	637	637	0
317	1407	605	0	370	370	0
317	4801	605	0	370	370	0
317	4443	605	0	370	370	0
318	4777	834	0	637	637	0
318	2307	886	0	637	637	0
318	4896	605	0	370	370	0
318	3388	834	0	637	637	0
318	1746	605	0	370	370	0
318	3142	605	0	370	370	0
318	4425	834	0	637	637	0
318	4381	834	0	637	637	0
318	4249	605	0	370	370	0
319	3292	886	0	637	637	0
319	177	605	0	370	370	0
319	217	136	0	265	265	0
319	701	605	0	370	370	0
319	3428	834	0	637	637	0
319	925	834	0	637	637	0
319	4449	834	0	637	637	0
319	4480	605	0	370	370	0
319	1698	605	0	370	370	0
320	2659	605	0	370	370	0
320	3574	605	0	370	370	0
320	237	605	0	370	370	0
320	510	886	0	637	637	0
320	888	834	0	637	637	0
320	1191	834	0	637	637	0
320	2444	886	0	637	637	0
320	4314	834	0	637	637	0
320	1601	834	0	637	637	0
320	1836	605	0	370	370	0
321	24	605	0	370	370	0
321	644	886	0	637	637	0
321	4589	605	0	370	370	0
321	782	605	0	370	370	0
321	2900	834	0	637	637	0
321	4023	834	0	637	637	0
321	3857	834	0	637	637	0
321	3690	605	0	370	370	0
321	2153	136	0	265	265	0
322	191	886	0	637	637	0
322	2796	834	0	637	637	0
322	2246	886	0	637	637	0
322	2526	834	0	637	637	0
322	923	605	0	370	370	0
322	1349	605	0	370	370	0
322	1772	834	0	637	637	0
322	2757	605	0	370	370	0
322	3633	605	0	370	370	0
322	2203	605	0	370	370	0
323	3966	605	0	370	370	0
323	3459	834	0	637	637	0
323	1130	605	0	370	370	0
323	1302	136	0	265	265	0
323	1499	886	0	637	637	0
323	1634	605	0	370	370	0
323	4901	834	0	637	637	0
323	1881	834	0	637	637	0
323	2821	605	0	370	370	0
324	2936	605	0	370	370	0
324	259	605	0	370	370	0
324	4077	886	0	637	637	0
324	1040	605	0	370	370	0
324	3195	605	0	370	370	0
324	4799	605	0	370	370	0
324	1585	834	0	637	637	0
324	2868	886	0	637	637	0
324	4560	605	0	370	370	0
324	3517	834	0	637	637	0
324	1936	834	0	637	637	0
325	4538	834	0	637	637	0
325	353	834	0	637	637	0
325	4773	605	0	370	370	0
325	671	886	0	637	637	0
325	4014	834	0	637	637	0
325	735	834	0	637	637	0
325	4087	605	0	370	370	0
325	1869	605	0	370	370	0
326	2350	605	0	370	370	0
326	519	834	0	637	637	0
326	560	886	0	637	637	0
326	4196	605	0	370	370	0
326	1238	605	0	370	370	0
326	1490	834	0	637	637	0
327	4159	886	0	637	637	0
327	2407	605	0	370	370	0
327	854	136	0	265	265	0
327	3903	605	0	370	370	0
327	4297	834	0	637	637	0
327	1229	834	0	637	637	0
327	2663	834	0	637	637	0
327	3796	834	0	637	637	0
327	4276	605	0	370	370	0
327	3656	886	0	637	637	0
328	2836	834	0	637	637	0
328	4269	605	0	370	370	0
328	140	834	0	637	637	0
328	2333	605	0	370	370	0
328	2326	605	0	370	370	0
328	1162	605	0	370	370	0
328	2158	886	0	637	637	0
329	501	605	0	370	370	0
329	4232	834	0	637	637	0
329	4377	886	0	637	637	0
329	1047	834	0	637	637	0
329	4583	834	0	637	637	0
329	2216	834	0	637	637	0
329	1878	605	0	370	370	0
329	4040	886	0	637	637	0
330	74	605	0	370	370	0
330	297	605	0	370	370	0
330	304	834	0	637	637	0
330	459	834	0	637	637	0
330	4462	605	0	370	370	0
330	2820	834	0	637	637	0
330	1331	605	0	370	370	0
330	4580	886	0	637	637	0
330	3993	834	0	637	637	0
331	2598	605	0	370	370	0
331	849	605	0	370	370	0
331	1369	605	0	370	370	0
331	1753	886	0	637	637	0
331	4891	605	0	370	370	0
331	3233	605	0	370	370	0
331	3386	834	0	637	637	0
332	2511	886	0	637	637	0
332	286	605	0	370	370	0
332	661	605	0	370	370	0
332	974	886	0	637	637	0
332	4591	834	0	637	637	0
333	295	605	0	370	370	0
333	420	605	0	370	370	0
333	2730	605	0	370	370	0
333	1334	605	0	370	370	0
333	1649	605	0	370	370	0
333	1983	834	0	637	637	0
333	2046	886	0	637	637	0
334	2187	605	0	370	370	0
334	517	605	0	370	370	0
334	4815	834	0	637	637	0
334	761	834	0	637	637	0
334	1556	605	0	370	370	0
334	1653	834	0	637	637	0
334	2513	605	0	370	370	0
335	4576	204	0	95	95	0
335	413	605	0	370	370	0
335	826	834	0	637	637	0
335	2519	834	0	637	637	0
335	3465	204	0	95	95	0
335	1787	605	0	370	370	0
336	2540	605	0	370	370	0
336	608	605	0	370	370	0
336	2210	605	0	370	370	0
336	789	605	0	370	370	0
336	4569	834	0	637	637	0
337	2707	605	0	370	370	0
337	2007	834	0	637	637	0
338	802	605	0	370	370	0
338	2576	605	0	370	370	0
338	1139	834	0	637	637	0
338	2235	605	0	370	370	0
338	2531	834	0	637	637	0
338	1333	834	0	637	637	0
338	1611	605	0	370	370	0
338	2095	136	0	265	265	0
339	4999	605	0	370	370	0
339	571	886	0	637	637	0
339	4737	605	0	370	370	0
340	808	605	0	370	370	0
340	4938	605	0	370	370	0
341	1559	886	0	637	637	0
341	1572	605	0	370	370	0
342	2391	834	0	637	637	0
342	2914	605	0	370	370	0
342	1136	605	0	370	370	0
343	2657	605	0	370	370	0
343	4881	886	0	637	637	0
343	3260	605	0	370	370	0
343	3082	886	0	637	637	0
344	2096	886	0	637	637	0
344	1387	834	0	637	637	0
344	1529	605	0	370	370	0
344	1573	605	0	370	370	0
344	3621	834	0	637	637	0
344	1937	605	0	370	370	0
345	2447	605	0	370	370	0
345	4713	834	0	637	637	0
345	2016	605	0	370	370	0
346	4521	605	0	370	370	0
346	3029	605	0	370	370	0
347	579	605	0	370	370	0
347	4268	605	0	370	370	0
348	290	834	0	637	637	0
348	2897	605	0	370	370	0
348	1418	605	0	370	370	0
348	2791	605	0	370	370	0
349	2533	834	0	637	637	0
349	1993	605	0	370	370	0
350	423	605	0	370	370	0
350	2196	136	0	265	265	0
350	4186	834	0	637	637	0
350	2463	605	0	370	370	0
351	149	834	0	637	637	0
351	344	605	0	370	370	0
351	3044	605	0	370	370	0
351	2600	886	0	637	637	0
352	2841	605	0	370	370	0
352	3344	605	0	370	370	0
354	4535	605	0	370	370	0
354	1308	605	0	370	370	0
354	1639	834	0	637	637	0
354	3349	605	0	370	370	0
355	714	605	0	370	370	0
355	4714	605	0	370	370	0
355	1876	605	0	370	370	0
355	4716	834	0	637	637	0
356	3230	605	0	370	370	0
356	1406	605	0	370	370	0
356	1827	136	0	265	265	0
357	3447	834	0	637	637	0
357	2368	605	0	370	370	0
357	1388	605	0	370	370	0
358	4497	605	0	370	370	0
358	1303	605	0	370	370	0
359	168	605	0	370	370	0
359	3125	886	0	637	637	0
359	780	605	0	370	370	0
360	448	605	0	370	370	0
360	585	886	0	637	637	0
360	2880	605	0	370	370	0
360	1390	605	0	370	370	0
361	2774	886	0	637	637	0
361	3382	605	0	370	370	0
361	1328	834	0	637	637	0
363	4933	605	0	370	370	0
363	3053	605	0	370	370	0
363	2514	834	0	637	637	0
364	307	605	0	370	370	0
364	1405	886	0	637	637	0
365	2127	886	0	637	637	0
366	102	605	0	370	370	0
366	3852	605	0	370	370	0
367	2921	605	0	370	370	0
367	1078	834	0	637	637	0
367	2359	605	0	370	370	0
368	730	136	0	265	265	0
368	4258	605	0	370	370	0
369	1493	605	0	370	370	0
370	859	834	0	637	637	0
370	1408	834	0	637	637	0
371	4224	136	0	265	265	0
372	3355	605	0	370	370	0
373	3030	605	0	370	370	0
373	2320	834	0	637	637	0
373	3223	834	0	637	637	0
374	604	605	0	370	370	0
374	1065	204	0	95	95	0
374	1295	605	0	370	370	0
375	4486	605	0	370	370	0
375	936	886	0	637	637	0
375	986	886	0	637	637	0
375	2184	605	0	370	370	0
376	2562	605	0	370	370	0
376	2258	136	0	265	265	0
376	2502	886	0	637	637	0
376	2245	834	0	637	637	0
377	4250	886	0	637	637	0
378	221	886	0	637	637	0
378	3906	605	0	370	370	0
378	388	605	0	370	370	0
378	466	605	0	370	370	0
379	1904	605	0	370	370	0
380	1327	886	0	637	637	0
381	3962	834	0	637	637	0
383	2111	886	0	637	637	0
383	1736	886	0	637	637	0
384	2133	834	0	637	637	0
384	2898	605	0	370	370	0
384	3138	605	0	370	370	0
384	530	605	0	370	370	0
384	3794	605	0	370	370	0
384	1067	204	0	95	95	0
385	3585	605	0	370	370	0
385	4762	605	0	370	370	0
385	2271	834	0	637	637	0
386	4710	834	0	637	637	0
387	98	886	0	637	637	0
387	1850	605	0	370	370	0
389	3395	605	0	370	370	0
390	4201	605	0	370	370	0
390	1414	605	0	370	370	0
390	2212	834	0	637	637	0
390	3563	605	0	370	370	0
391	4248	605	0	370	370	0
392	3795	605	0	370	370	0
392	4825	605	0	370	370	0
393	67	886	0	637	637	0
393	4482	204	0	95	95	0
393	3285	886	0	637	637	0
393	4541	834	0	637	637	0
394	2794	886	0	637	637	0
395	3214	886	0	637	637	0
395	2110	834	0	637	637	0
396	131	834	0	637	637	0
396	4407	204	0	95	95	0
396	2919	605	0	370	370	0
399	4537	204	0	95	95	0
399	2987	886	0	637	637	0
401	4998	605	0	370	370	0
402	3031	834	0	637	637	0
402	4376	886	0	637	637	0
402	2918	605	0	370	370	0
403	4718	886	0	637	637	0
403	2351	886	0	637	637	0
404	656	886	0	637	637	0
404	1172	834	0	637	637	0
404	2018	605	0	370	370	0
405	325	886	0	637	637	0
405	1486	204	0	95	95	0
406	554	834	0	637	637	0
406	2983	834	0	637	637	0
407	4651	886	0	637	637	0
407	981	605	0	370	370	0
407	2031	886	0	637	637	0
409	2277	605	0	370	370	0
409	4634	605	0	370	370	0
409	1004	886	0	637	637	0
409	3352	605	0	370	370	0
410	1381	605	0	370	370	0
410	2435	605	0	370	370	0
411	3524	605	0	370	370	0
411	733	204	0	95	95	0
411	3929	204	0	95	95	0
412	2982	834	0	637	637	0
413	48	886	0	637	637	0
414	3854	886	0	637	637	0
414	1147	886	0	637	637	0
414	2297	204	0	95	95	0
416	3109	605	0	370	370	0
417	4887	605	0	370	370	0
417	811	886	0	637	637	0
417	3455	605	0	370	370	0
418	682	834	0	637	637	0
420	376	605	0	370	370	0
420	2636	834	0	637	637	0
421	1492	605	0	370	370	0
422	4360	886	0	637	637	0
422	1398	834	0	637	637	0
422	2119	605	0	370	370	0
424	558	605	0	370	370	0
424	643	605	0	370	370	0
425	1731	886	0	637	637	0
426	4711	605	0	370	370	0
427	3365	834	0	637	637	0
428	3163	605	0	370	370	0
428	1394	605	0	370	370	0
428	3315	886	0	637	637	0
428	1583	605	0	370	370	0
429	901	834	0	637	637	0
429	4939	834	0	637	637	0
430	311	605	0	370	370	0
430	1889	886	0	637	637	0
431	3363	886	0	637	637	0
431	2686	605	0	370	370	0
432	129	204	0	95	95	0
433	3437	834	0	637	637	0
433	3169	834	0	637	637	0
434	3768	834	0	637	637	0
435	2309	834	0	637	637	0
436	793	605	0	370	370	0
437	3087	605	0	370	370	0
437	3675	834	0	637	637	0
437	648	605	0	370	370	0
438	215	834	0	637	637	0
439	126	886	0	637	637	0
441	3146	605	0	370	370	0
442	940	834	0	637	637	0
442	4165	605	0	370	370	0
444	1962	834	0	637	637	0
444	4354	886	0	637	637	0
445	614	886	0	637	637	0
447	2873	605	0	370	370	0
447	1900	605	0	370	370	0
448	2152	886	0	637	637	0
448	613	886	0	637	637	0
451	1675	834	0	637	637	0
452	1861	834	0	637	637	0
453	4403	886	0	637	637	0
453	2852	605	0	370	370	0
454	4879	605	0	370	370	0
454	2943	886	0	637	637	0
456	1501	605	0	370	370	0
457	4278	204	0	95	95	0
457	4172	834	0	637	637	0
458	194	605	0	370	370	0
459	2061	834	0	637	637	0
459	485	605	0	370	370	0
459	769	605	0	370	370	0
461	4565	886	0	637	637	0
462	1225	886	0	637	637	0
463	4061	605	0	370	370	0
464	3766	605	0	370	370	0
465	492	834	0	637	637	0
466	4134	605	0	370	370	0
478	2394	834	0	637	637	0
478	1043	886	0	637	637	0
479	1288	886	0	637	637	0
480	4729	834	0	637	637	0
482	4579	605	0	370	370	0
483	2023	605	0	370	370	0
488	3326	886	0	637	637	0
488	1153	605	0	370	370	0
488	1952	605	0	370	370	0
490	1276	834	0	637	637	0
490	4206	605	0	370	370	0
494	3952	605	0	370	370	0
494	1087	605	0	370	370	0
495	4246	605	0	370	370	0
497	1926	605	0	370	370	0
499	4755	605	0	370	370	0
499	436	605	0	370	370	0
500	3317	834	0	637	637	0
506	347	886	0	637	637	0
507	3450	834	0	637	637	0
507	3674	886	0	637	637	0
509	1299	834	0	637	637	0
511	877	605	0	370	370	0
512	698	605	0	370	370	0
512	3564	886	0	637	637	0
513	1831	834	0	637	637	0
514	2218	886	0	637	637	0
516	2250	834	0	637	637	0
518	1610	834	0	637	637	0
518	4105	834	0	637	637	0
518	4552	204	0	95	95	0
519	243	886	0	637	637	0
526	1199	834	0	637	637	0
527	4764	834	0	637	637	0
535	2336	886	0	637	637	0
538	1569	605	0	370	370	0
541	400	834	0	637	637	0
555	4667	834	0	637	637	0
557	4515	605	0	370	370	0
571	1864	886	0	637	637	0
572	3427	834	0	637	637	0
582	2337	834	0	637	637	0
587	4214	886	0	637	637	0
589	1613	834	0	637	637	0
593	1098	834	0	637	637	0
596	2743	834	0	637	637	0
601	2220	488	0	296	296	0
601	4639	660	0	246	246	0
601	2454	488	0	296	296	0
601	3707	637	0	370	370	0
601	2572	488	0	296	296	0
601	265	660	0	246	246	0
601	274	637	0	370	370	0
601	289	660	0	246	246	0
601	1674	660	0	246	246	0
601	1564	660	0	246	246	0
601	472	488	0	296	296	0
601	3539	488	0	296	296	0
601	4498	660	0	246	246	0
601	3636	488	0	296	296	0
601	523	488	0	296	296	0
601	531	637	0	370	370	0
601	556	488	0	296	296	0
601	4176	660	0	246	246	0
601	647	637	0	370	370	0
601	4910	660	0	246	246	0
601	3212	637	0	370	370	0
601	1554	637	0	370	370	0
601	3808	637	0	370	370	0
601	2908	637	0	370	370	0
601	935	660	0	246	246	0
601	944	488	0	296	296	0
601	2577	488	0	296	296	0
601	968	660	0	246	246	0
601	3089	660	0	246	246	0
601	1089	488	0	296	296	0
601	2162	488	0	296	296	0
601	1226	660	0	246	246	0
601	1246	660	0	246	246	0
601	4974	660	0	246	246	0
601	1289	488	0	296	296	0
601	1300	488	0	296	296	0
601	4835	637	0	370	370	0
601	2035	660	0	246	246	0
601	4310	637	0	370	370	0
601	4556	660	0	246	246	0
601	1424	660	0	246	246	0
601	3210	488	0	296	296	0
601	4220	637	0	370	370	0
601	4550	637	0	370	370	0
602	1885	637	0	370	370	0
602	624	660	0	246	246	0
602	930	660	0	246	246	0
602	1562	660	0	246	246	0
602	2213	660	0	246	246	0
602	1376	660	0	246	246	0
602	4068	488	0	296	296	0
603	2818	660	0	246	246	0
603	594	660	0	246	246	0
603	3661	637	0	370	370	0
603	1614	488	0	296	296	0
603	2043	488	0	296	296	0
603	2542	660	0	246	246	0
603	896	660	0	246	246	0
603	3753	637	0	370	370	0
603	3475	637	0	370	370	0
603	4114	488	0	296	296	0
603	4604	637	0	370	370	0
603	4848	660	0	246	246	0
604	35	637	0	370	370	0
604	161	488	0	296	296	0
604	330	660	0	246	246	0
604	3818	660	0	246	246	0
604	484	637	0	370	370	0
604	623	660	0	246	246	0
604	662	637	0	370	370	0
604	4024	488	0	296	296	0
604	1003	637	0	370	370	0
604	3464	660	0	246	246	0
604	3850	660	0	246	246	0
605	4518	660	0	246	246	0
605	235	660	0	246	246	0
605	2348	637	0	370	370	0
605	437	660	0	246	246	0
605	4586	488	0	296	296	0
605	549	637	0	370	370	0
605	3193	660	0	246	246	0
605	2026	660	0	246	246	0
605	1183	637	0	370	370	0
605	2201	488	0	296	296	0
606	76	637	0	370	370	0
606	351	660	0	246	246	0
606	1726	488	0	296	296	0
606	4499	660	0	246	246	0
606	1568	637	0	370	370	0
606	2581	637	0	370	370	0
606	4047	660	0	246	246	0
606	3783	488	0	296	296	0
606	3728	660	0	246	246	0
606	4923	660	0	246	246	0
606	1370	660	0	246	246	0
606	4359	637	0	370	370	0
607	4393	660	0	246	246	0
607	4843	660	0	246	246	0
607	3126	488	0	296	296	0
607	807	660	0	246	246	0
607	4145	637	0	370	370	0
607	3937	488	0	296	296	0
607	1166	637	0	370	370	0
607	2780	637	0	370	370	0
607	1497	660	0	246	246	0
608	1632	660	0	246	246	0
608	3291	660	0	246	246	0
608	3894	660	0	246	246	0
608	465	660	0	246	246	0
608	3535	637	0	370	370	0
608	3339	488	0	296	296	0
608	1847	660	0	246	246	0
608	3186	637	0	370	370	0
608	2228	637	0	370	370	0
608	4133	488	0	296	296	0
609	66	660	0	246	246	0
609	1672	660	0	246	246	0
609	4481	637	0	370	370	0
609	3265	637	0	370	370	0
609	3101	637	0	370	370	0
609	1844	637	0	370	370	0
609	1196	660	0	246	246	0
609	1218	488	0	296	296	0
609	1223	488	0	296	296	0
610	4524	660	0	246	246	0
610	245	637	0	370	370	0
610	3324	488	0	296	296	0
610	314	660	0	246	246	0
610	338	488	0	296	296	0
610	2065	660	0	246	246	0
610	2578	637	0	370	370	0
610	2518	637	0	370	370	0
610	2532	660	0	246	246	0
610	1216	660	0	246	246	0
611	47	660	0	246	246	0
611	3104	488	0	296	296	0
611	183	660	0	246	246	0
611	380	660	0	246	246	0
611	2509	605	0	370	370	0
611	2067	637	0	370	370	0
611	4098	637	0	370	370	0
611	1093	660	0	246	246	0
611	4533	637	0	370	370	0
612	2390	660	0	246	246	0
612	2736	660	0	246	246	0
612	3930	660	0	246	246	0
612	3301	488	0	296	296	0
612	1627	660	0	246	246	0
612	1094	637	0	370	370	0
612	3562	637	0	370	370	0
612	2239	488	0	296	296	0
612	1347	637	0	370	370	0
613	214	660	0	246	246	0
613	3461	660	0	246	246	0
613	529	637	0	370	370	0
613	1560	637	0	370	370	0
613	1244	637	0	370	370	0
613	2875	488	0	296	296	0
613	1358	488	0	296	296	0
613	2482	660	0	246	246	0
613	2861	660	0	246	246	0
613	4441	660	0	246	246	0
614	106	488	0	296	296	0
614	244	637	0	370	370	0
614	282	488	0	296	296	0
614	2727	637	0	370	370	0
614	538	660	0	246	246	0
614	900	660	0	246	246	0
614	4138	660	0	246	246	0
614	1819	660	0	246	246	0
614	2358	637	0	370	370	0
615	4756	637	0	370	370	0
615	1699	488	0	296	296	0
615	2231	488	0	296	296	0
615	321	660	0	246	246	0
615	1561	660	0	246	246	0
615	4115	660	0	246	246	0
615	927	660	0	246	246	0
615	1222	637	0	370	370	0
615	4511	637	0	370	370	0
615	3095	660	0	246	246	0
616	2888	637	0	370	370	0
616	1589	660	0	246	246	0
616	3593	637	0	370	370	0
616	2247	660	0	246	246	0
616	2419	660	0	246	246	0
616	3559	637	0	370	370	0
616	1186	488	0	296	296	0
616	3748	660	0	246	246	0
616	4892	488	0	296	296	0
617	4816	660	0	246	246	0
617	3672	488	0	296	296	0
617	2477	660	0	246	246	0
617	4526	488	0	296	296	0
617	3626	637	0	370	370	0
617	3488	660	0	246	246	0
617	1012	605	0	370	370	0
617	1567	637	0	370	370	0
617	1239	637	0	370	370	0
